ProductID,Category,Brand,Available_sizes,Height_S,Weight_S,Chest/Bust_S,Body_Shape_S,Height_M,Weight_M,Chest/Bust_M,Body_Shape_M,Height_L,Weight_L,Chest/Bust_L,Body_Shape_L,Height_XL,Weight_XL,Chest/Bust_XL,Body_Shape_XL
498,Suits,Mango,"['XL', 'L']",159.7,51.2,89.7,3,161.0,62.6,93.5,1,179.5,68.3,100.7,0,188.5,79.3,114.2,3
499,Tops,Global Desi,"['M', 'XL']",154.8,52.3,87.2,2,160.8,65.0,100.0,4,172.8,72.2,106.0,0,183.9,82.4,116.2,4
500,Dresses,Levi's,"['S', 'L']",150.6,54.3,83.2,1,163.5,64.0,94.8,0,177.3,72.1,100.1,0,189.1,77.7,118.7,3
501,Tops,ASOS,"['M', 'XL', 'S']",155.5,47.8,83.2,0,166.1,64.3,98.1,1,175.8,70.3,103.2,0,183.4,80.6,114.6,3
502,T-Shirts,Mango,"['S', 'M', 'L']",158.4,54.5,84.5,3,168.4,63.0,98.0,0,172.4,72.8,109.3,3,186.7,77.8,118.1,1
503,T-Shirts,Mango,"['M', 'XL', 'S', 'L']",160.0,45.6,86.3,0,161.8,61.2,99.3,0,172.6,70.8,103.0,1,189.7,78.9,117.8,2
504,Kurtas,Brooks Brothers,"['M', 'L']",154.3,51.0,81.5,0,164.2,56.3,90.8,1,174.9,67.9,109.4,4,183.9,84.1,114.1,3
505,Tops,Ralph Lauren,"['S', 'L', 'XL', 'M']",153.2,45.6,81.9,1,163.9,61.2,92.7,2,174.2,72.3,102.5,4,186.8,83.6,115.0,1
506,Hoodies,North Face,"['L', 'XL', 'M', 'S']",159.1,53.9,88.6,3,165.1,55.6,97.7,4,172.9,70.9,103.1,2,183.0,80.2,117.0,3
507,Dresses,Adidas,"['L', 'S']",151.9,50.3,82.6,0,168.1,63.9,95.6,0,178.1,65.1,106.3,4,182.7,77.4,110.3,2
508,T-Shirts,Tommy Hilfiger,"['L', 'S', 'XL']",156.2,51.7,83.8,1,165.5,59.8,95.6,0,174.8,74.0,107.6,1,185.7,76.9,118.9,1
509,Kurtas,H&M,"['L', 'XL', 'M', 'S']",154.1,53.3,88.7,2,168.5,62.0,91.7,2,176.5,70.5,105.0,4,189.8,84.5,117.7,4
510,Tops,H&M,"['XL', 'M', 'L', 'S']",150.4,46.5,86.6,1,165.2,55.5,92.8,1,171.9,73.7,108.8,3,184.5,77.0,112.5,2
511,Dresses,Hugo Boss,"['XL', 'L', 'M', 'S']",153.5,45.4,83.4,4,166.0,60.3,95.2,4,175.3,73.8,100.4,4,189.4,83.1,119.8,0
512,Tops,Mango,"['XL', 'M', 'L', 'S']",152.7,53.8,86.8,1,164.4,58.0,92.8,0,173.2,69.4,109.2,0,189.1,78.7,111.8,1
513,Suits,Mango,"['L', 'M', 'XL']",156.9,48.1,80.2,1,168.2,57.8,92.1,0,175.3,70.1,102.0,0,182.5,84.9,119.1,0
514,Kurtas,Levi's,"['XL', 'S']",159.5,46.3,87.4,1,169.2,58.9,90.9,1,177.8,69.2,108.8,0,184.0,78.7,113.2,1
515,Dresses,Levi's,"['S', 'XL', 'M', 'L']",152.7,49.7,84.9,0,166.4,55.0,91.6,2,177.7,69.5,104.0,0,186.4,78.5,117.6,4
516,Ethnic Wear,Zara,"['S', 'M']",158.1,51.0,88.1,3,168.2,59.7,97.7,3,173.5,74.0,108.3,3,185.2,81.4,114.6,1
517,Jackets,Brooks Brothers,"['L', 'XL']",150.6,45.3,89.5,1,160.6,59.9,97.2,2,176.9,72.9,106.7,3,181.0,84.6,117.4,3
518,Jackets,Adidas,"['S', 'M']",155.4,47.7,89.3,1,169.1,63.6,90.5,0,179.4,66.3,101.8,3,189.9,84.8,111.6,0
519,Dresses,H&M,"['S', 'XL']",150.7,45.3,89.1,4,161.9,59.5,92.0,0,176.3,71.1,109.2,4,187.5,82.1,112.7,0
520,Tops,Adidas,"['M', 'S', 'XL', 'L']",159.3,49.2,85.1,4,162.6,58.6,95.6,4,171.5,75.0,102.5,0,184.4,82.5,111.0,1
521,Kurtas,Adidas,"['L', 'M', 'XL', 'S']",157.7,54.0,83.6,2,160.5,64.9,93.2,2,176.8,71.0,102.4,2,186.2,80.6,118.7,3
522,Jackets,FabIndia,"['M', 'L', 'XL']",156.6,54.8,84.7,2,169.7,60.7,98.2,3,171.0,72.9,108.1,2,180.9,82.6,113.0,3
523,Kurtas,ASOS,"['S', 'L', 'M', 'XL']",158.2,51.4,86.9,4,168.5,59.7,97.8,4,178.7,72.7,101.1,0,185.0,83.6,116.9,1
524,Jackets,H&M,"['XL', 'L', 'S']",156.5,46.6,88.8,3,169.1,60.0,98.9,3,175.2,68.5,102.2,1,189.3,79.9,118.2,2
525,Suits,Forever 21,"['XL', 'L', 'S', 'M']",159.7,54.1,82.1,2,168.5,63.1,95.6,4,173.9,68.7,105.0,4,189.0,81.2,119.0,4
526,Tops,Mango,"['S', 'M', 'XL', 'L']",157.1,50.2,89.2,3,164.8,58.4,93.5,2,170.6,72.2,108.3,2,183.4,80.4,111.1,1
527,Suits,Zara,"['XL', 'M']",159.2,46.5,88.2,4,169.2,58.9,96.1,0,173.8,70.0,101.5,3,185.3,80.6,118.9,3
528,Jackets,Global Desi,"['M', 'S', 'L', 'XL']",155.2,54.2,89.8,2,169.7,62.6,90.9,3,179.0,70.7,105.5,1,187.0,83.9,112.0,4
529,Ethnic Wear,Tommy Hilfiger,"['L', 'XL', 'M', 'S']",151.2,52.6,88.8,1,165.0,55.7,90.1,2,170.2,72.1,107.1,3,183.4,78.6,117.4,1
530,Ethnic Wear,North Face,"['S', 'L', 'M']",155.3,52.3,82.8,4,161.8,63.7,90.2,3,174.7,72.8,108.6,1,180.6,77.1,117.3,4
531,Suits,Zara,"['XL', 'M', 'L', 'S']",151.3,52.1,81.1,2,166.6,59.3,94.1,2,179.3,67.7,109.4,1,185.1,79.6,110.1,2
532,Ethnic Wear,Zara,"['XL', 'L', 'S']",155.9,47.0,81.1,3,169.8,60.8,92.3,4,173.9,66.5,107.8,4,186.0,77.1,112.2,3
533,Jackets,Nike,"['XL', 'L', 'M']",154.8,47.1,82.9,3,168.7,62.6,91.6,2,174.3,67.9,106.5,3,180.1,80.0,114.9,2
534,Dresses,Forever 21,"['XL', 'M']",156.2,51.9,86.1,2,168.6,57.7,96.2,4,175.8,70.1,104.3,3,181.0,84.0,114.2,2
535,Suits,Nike,"['S', 'XL', 'M']",150.1,47.2,88.0,3,169.3,63.9,100.0,0,174.6,68.4,101.1,2,182.1,81.2,119.2,3
536,Shirts,Aurelia,"['S', 'XL', 'L', 'M']",151.9,49.4,89.0,2,168.9,64.8,91.8,4,171.7,70.7,107.1,0,183.5,83.6,113.6,2
537,Tops,Adidas,"['S', 'L']",154.9,52.8,86.2,2,167.8,59.9,95.5,1,170.2,65.5,109.9,0,185.4,76.7,119.4,1
538,Ethnic Wear,Nike,"['S', 'XL']",159.5,52.8,80.1,3,167.2,64.4,91.2,0,176.1,70.1,107.4,2,182.9,84.0,114.6,1
539,Ethnic Wear,Aurelia,"['M', 'S', 'L']",153.8,49.5,81.9,0,162.6,55.0,99.3,2,179.2,68.7,100.2,1,182.8,81.0,119.6,4
540,T-Shirts,Mango,"['S', 'M', 'L', 'XL']",154.2,52.9,81.0,1,166.2,63.9,92.9,2,171.1,70.3,105.0,2,188.7,75.3,117.4,1
541,Hoodies,Armani,"['XL', 'L', 'S', 'M']",157.1,53.4,83.6,4,165.2,58.1,98.8,1,172.1,69.2,106.1,2,181.5,81.3,118.3,1
542,Suits,Levi's,"['S', 'XL', 'L', 'M']",156.0,51.5,85.0,1,168.6,58.1,92.8,2,173.7,67.8,106.9,3,185.0,84.5,111.0,4
543,Sweaters,Nike,"['L', 'S', 'XL']",153.0,47.3,80.4,4,164.9,57.3,98.1,0,178.1,74.0,107.2,2,189.5,75.8,115.9,0
544,Ethnic Wear,Forever 21,"['L', 'S', 'M']",154.1,47.7,83.5,4,161.3,58.2,92.1,0,172.7,66.8,105.6,1,186.3,80.8,111.4,3
545,Tops,H&M,"['M', 'L', 'S', 'XL']",152.2,48.1,81.8,1,160.0,57.1,92.9,4,178.8,71.8,102.2,0,187.2,84.2,113.0,1
546,Shirts,Mango,"['M', 'XL', 'S']",159.7,46.2,86.5,2,166.8,64.1,91.9,3,170.5,74.2,109.4,4,184.3,75.1,116.2,4
547,Ethnic Wear,Tommy Hilfiger,"['M', 'L', 'S', 'XL']",151.3,47.7,84.6,3,165.5,64.0,92.6,2,179.4,70.4,107.0,2,180.2,81.3,117.3,2
548,Shirts,Armani,"['XL', 'S', 'M']",153.7,47.1,85.0,0,163.3,56.0,98.3,1,175.6,73.8,102.4,2,186.5,79.7,110.4,2
549,Jackets,Nike,"['S', 'XL', 'L', 'M']",150.3,49.6,84.3,0,161.7,56.4,96.4,0,176.6,66.2,103.2,3,186.3,78.5,115.3,1
550,Jackets,Forever 21,"['S', 'M', 'L', 'XL']",152.2,54.1,89.6,0,164.7,63.6,94.1,0,173.7,69.9,109.2,3,181.1,81.3,115.7,3
551,Hoodies,Hugo Boss,"['L', 'XL']",157.8,46.0,82.1,1,161.0,59.0,99.7,0,177.8,69.6,108.9,2,184.6,75.5,110.8,4
552,Dresses,Armani,"['XL', 'S', 'M']",152.0,52.2,85.2,1,163.4,56.7,94.6,3,171.7,65.1,104.1,2,189.2,82.5,115.0,4
553,Sweaters,Brooks Brothers,"['L', 'M']",150.8,51.9,87.4,2,163.8,60.1,99.7,3,170.5,69.4,100.4,1,182.1,75.0,117.1,4
554,T-Shirts,Zara,"['L', 'XL', 'M']",154.7,46.0,85.6,0,164.7,59.2,92.0,2,174.0,68.7,100.5,0,184.6,78.1,110.5,4
555,Hoodies,Uniqlo,"['L', 'S']",150.1,54.2,89.3,2,164.7,57.2,99.0,1,178.5,71.7,102.8,0,184.6,80.0,117.6,4
556,Kurtas,Mango,"['S', 'L', 'XL', 'M']",150.8,50.7,83.8,0,162.6,62.2,90.1,3,177.5,74.4,106.3,4,188.1,78.8,115.8,3
557,T-Shirts,H&M,"['XL', 'L', 'S', 'M']",158.1,48.6,84.6,1,168.5,61.3,95.5,4,175.2,65.9,105.8,0,188.2,78.1,118.3,4
558,Suits,Mango,"['L', 'XL']",157.7,52.6,80.9,3,163.6,56.0,94.2,3,175.7,68.3,106.3,4,187.6,83.3,112.2,3
559,Tops,Nike,"['M', 'S']",159.2,47.6,86.1,3,162.3,64.3,95.3,0,171.3,69.4,107.2,3,183.7,84.3,118.3,3
560,Kurtas,Aurelia,"['L', 'XL', 'S', 'M']",158.5,51.9,82.9,3,161.8,60.6,95.5,1,178.4,69.6,100.2,4,180.7,83.7,110.9,3
561,Kurtas,ASOS,"['S', 'XL', 'L', 'M']",156.8,45.4,81.6,3,163.2,57.5,93.9,2,177.9,72.7,101.1,4,183.5,80.2,114.0,2
562,Hoodies,H&M,"['S', 'L', 'M', 'XL']",150.5,53.4,85.4,4,160.7,57.1,100.0,3,176.6,69.4,103.6,0,186.8,83.8,112.0,0
563,Dresses,Global Desi,"['L', 'M']",157.8,49.5,85.3,0,160.3,56.4,99.8,0,174.7,65.3,101.5,2,187.0,84.2,118.8,1
564,Hoodies,Mango,"['XL', 'M', 'S', 'L']",158.5,51.4,80.8,3,166.1,59.2,99.6,4,179.6,72.1,100.8,3,189.7,79.1,117.0,2
565,Suits,H&M,"['XL', 'L']",158.0,47.2,87.0,4,166.2,56.4,99.8,4,178.8,73.8,106.4,1,184.5,77.8,110.3,0
566,Ethnic Wear,Adidas,"['M', 'XL', 'L', 'S']",155.1,51.8,86.2,4,165.3,59.2,97.9,2,176.4,70.1,108.2,4,186.3,76.0,110.1,2
567,Ethnic Wear,Hugo Boss,"['M', 'L', 'XL']",152.3,52.7,81.9,4,167.6,56.5,99.9,2,173.7,70.8,107.5,4,185.4,79.8,112.9,3
568,Dresses,Adidas,"['L', 'S', 'M', 'XL']",158.5,49.7,84.7,2,160.4,61.6,98.9,3,176.2,66.6,108.2,4,181.5,84.5,111.4,3
569,Suits,H&M,"['S', 'XL', 'L', 'M']",157.3,51.2,87.2,2,169.4,62.9,94.2,2,175.8,67.2,106.7,2,184.6,80.6,116.3,4
570,Dresses,ASOS,"['XL', 'L', 'S', 'M']",159.8,49.6,85.3,4,161.0,60.5,97.8,0,173.9,67.4,107.4,1,185.4,81.7,116.6,3
571,Shirts,Nike,"['M', 'L', 'S', 'XL']",151.6,53.9,84.0,3,166.7,61.8,99.1,0,173.1,69.3,102.7,0,189.5,76.1,119.4,2
572,Ethnic Wear,Biba,"['S', 'L', 'M']",152.3,50.0,83.2,0,161.3,64.4,97.1,0,174.1,74.3,109.9,3,183.7,76.4,119.5,1
573,Kurtas,Levi's,"['S', 'M']",152.1,53.4,86.1,1,168.8,61.4,94.2,3,175.7,70.2,101.8,2,189.8,79.6,116.6,3
574,Sweaters,H&M,"['S', 'M']",157.9,53.0,89.4,2,165.1,58.6,90.7,3,174.3,66.9,102.1,1,185.4,84.5,110.1,0
575,Tops,Gap,"['XL', 'M', 'S', 'L']",151.9,49.1,86.7,3,160.8,59.5,98.1,2,172.6,67.7,102.9,3,182.4,78.6,113.6,2
576,Suits,Ralph Lauren,"['S', 'XL']",150.7,47.3,80.7,3,166.2,63.6,99.5,3,177.6,68.8,109.8,0,181.9,83.8,115.1,0
577,T-Shirts,Uniqlo,"['M', 'XL']",160.0,49.1,84.6,1,160.1,56.3,93.6,0,175.3,71.2,109.9,3,181.4,76.2,115.0,4
578,Dresses,Brooks Brothers,"['S', 'XL']",150.2,53.3,88.9,1,167.8,58.3,91.5,1,170.7,69.4,107.9,4,184.5,81.2,116.0,4
579,Tops,FabIndia,"['M', 'XL', 'L']",158.4,47.3,80.9,3,166.5,60.8,93.3,0,173.7,68.9,106.3,4,180.2,81.0,119.6,1
580,T-Shirts,Zara,"['XL', 'S', 'L']",153.7,50.2,89.9,1,162.1,61.8,95.8,1,178.8,70.6,105.2,2,184.5,83.6,118.9,2
581,Tops,Zara,"['M', 'XL', 'S']",158.4,53.1,89.5,3,163.7,62.6,93.2,2,177.6,67.4,109.7,3,189.9,75.0,111.1,1
582,Sweaters,Zara,"['XL', 'L', 'S']",155.5,48.5,80.8,1,160.1,58.2,96.1,4,173.2,65.8,107.0,4,186.7,76.9,112.7,0
583,T-Shirts,Aurelia,"['L', 'XL', 'M']",159.0,51.4,89.3,1,166.9,56.5,99.7,3,179.4,65.2,109.4,2,187.6,77.2,118.3,1
584,Hoodies,Aurelia,"['S', 'XL', 'M']",159.3,47.5,83.6,3,163.2,64.5,96.7,3,170.8,67.5,103.2,2,181.2,84.5,118.2,0
585,Jackets,Uniqlo,"['M', 'L', 'S', 'XL']",150.1,46.1,88.4,4,165.7,55.8,93.6,0,179.6,65.9,103.3,2,184.7,76.5,112.8,1
586,Hoodies,FabIndia,"['M', 'XL', 'L']",150.8,52.9,84.2,3,169.6,56.0,99.4,0,172.5,68.4,108.5,0,182.9,75.4,117.3,4
587,Ethnic Wear,Forever 21,"['XL', 'M']",152.5,46.0,84.4,0,163.0,59.9,95.7,1,170.1,72.7,101.5,4,188.9,80.3,116.7,2
588,Jackets,Brooks Brothers,"['L', 'S', 'M', 'XL']",156.7,47.7,86.3,1,169.9,63.2,91.3,3,174.3,72.2,109.5,4,181.8,80.3,114.7,1
589,Hoodies,Forever 21,"['XL', 'L', 'S']",158.9,53.6,87.7,2,166.3,62.7,95.0,2,173.6,71.1,105.1,1,184.6,83.4,112.0,0
590,Jackets,H&M,"['L', 'S']",154.6,48.5,80.3,1,162.4,64.4,96.5,0,175.4,73.5,109.3,0,185.9,84.5,118.9,2
591,Jackets,Brooks Brothers,"['S', 'L']",156.1,54.7,85.9,0,164.4,56.4,98.4,3,178.0,67.8,103.4,4,185.1,80.4,116.8,4
592,Kurtas,Levi's,"['S', 'L', 'M', 'XL']",151.9,54.8,81.9,2,167.4,58.8,99.4,4,178.4,73.9,107.2,4,188.3,84.3,111.7,4
593,Dresses,Nike,"['XL', 'L']",158.0,47.7,83.5,2,164.5,57.8,93.2,1,174.0,69.0,104.8,1,182.3,82.3,117.0,3
594,Dresses,Forever 21,"['M', 'S']",159.7,45.4,83.5,3,160.7,63.6,91.6,0,174.3,69.0,106.3,3,183.8,77.6,117.4,2
595,Kurtas,H&M,"['M', 'S', 'XL', 'L']",152.7,52.1,84.7,4,161.7,59.9,90.7,0,171.5,69.1,105.0,3,187.9,84.3,118.9,1
596,Tops,ASOS,"['M', 'XL', 'L', 'S']",154.9,49.5,83.3,3,167.9,55.3,97.4,2,170.5,66.0,109.7,0,185.3,81.7,112.2,4
597,Shirts,Zara,"['S', 'L', 'M', 'XL']",150.9,46.0,81.1,2,166.5,62.1,98.0,0,176.4,74.8,106.9,2,184.0,79.1,119.9,1
598,Tops,Hugo Boss,"['M', 'L']",155.6,52.1,81.5,2,165.7,58.9,94.1,3,170.6,66.4,102.5,1,180.3,81.8,111.5,1
599,T-Shirts,FabIndia,"['XL', 'L', 'S', 'M']",155.0,45.3,80.3,4,161.7,60.3,94.0,3,177.3,68.4,109.1,1,187.5,79.0,116.0,0
600,T-Shirts,Adidas,"['S', 'L']",151.4,53.7,84.7,1,168.4,63.9,99.5,3,175.4,68.2,102.9,4,189.7,76.1,116.6,1
601,Jackets,H&M,"['M', 'XL', 'L']",154.4,46.4,89.5,4,169.6,57.6,99.2,4,172.0,65.7,103.7,4,186.2,82.2,114.2,3
602,Hoodies,Adidas,"['S', 'M', 'L']",153.3,46.3,81.2,3,160.4,57.4,92.3,4,175.4,66.5,101.0,1,188.6,83.2,114.8,2
603,Hoodies,FabIndia,"['L', 'M', 'S']",155.2,46.8,89.5,1,160.8,57.6,97.8,0,171.8,65.4,109.0,2,185.2,82.3,118.9,2
604,Dresses,Uniqlo,"['XL', 'S']",155.9,54.6,87.3,3,168.8,58.4,96.2,4,174.4,67.9,102.9,3,182.3,77.3,116.5,0
605,Suits,H&M,"['M', 'S', 'L']",150.1,51.9,86.4,4,168.2,56.1,91.5,4,178.0,73.7,102.6,0,180.1,84.6,115.0,3
606,Tops,Armani,"['M', 'XL', 'L', 'S']",157.6,53.0,86.5,1,166.2,62.0,93.6,2,174.6,68.4,109.2,3,186.5,75.3,111.3,3
607,Ethnic Wear,Uniqlo,"['S', 'M', 'L']",157.1,49.0,88.3,4,169.4,57.1,91.8,4,171.5,66.2,108.1,0,184.9,78.3,110.1,2
608,Sweaters,FabIndia,"['XL', 'S', 'M', 'L']",153.7,48.4,81.1,0,166.5,64.3,93.0,1,177.2,71.5,101.4,2,187.8,77.6,111.2,3
609,Hoodies,Uniqlo,"['S', 'M']",150.5,47.3,85.0,2,162.2,57.2,96.2,1,171.9,75.0,107.7,1,186.9,75.5,119.6,4
610,Sweaters,Adidas,"['S', 'L', 'XL']",157.5,49.8,87.0,1,167.3,57.6,93.8,1,177.4,67.3,109.1,2,189.9,79.1,117.6,1
611,Jackets,Uniqlo,"['M', 'L']",159.6,50.5,85.9,2,166.5,58.0,93.9,0,174.8,67.8,100.8,1,185.1,81.2,119.7,1
612,Sweaters,Mango,"['XL', 'S', 'M']",152.4,51.3,88.3,0,169.9,62.7,95.4,3,174.5,74.7,108.3,4,184.3,83.8,110.4,2
613,Ethnic Wear,Global Desi,"['XL', 'L', 'M', 'S']",153.2,47.6,80.7,1,162.1,59.3,90.9,2,178.5,66.8,105.5,0,182.9,84.9,116.8,2
614,Kurtas,Zara,"['XL', 'L', 'M']",151.8,54.5,86.9,2,166.0,63.2,97.4,0,177.1,70.1,106.7,4,184.8,83.1,110.4,3
615,Ethnic Wear,H&M,"['S', 'XL']",155.8,46.7,85.3,2,167.8,62.8,94.0,3,170.3,67.4,104.9,1,188.7,79.7,117.8,0
616,Sweaters,Nike,"['S', 'XL', 'L']",151.5,54.7,83.8,1,163.4,64.3,94.8,2,173.0,74.3,107.0,0,180.4,82.2,113.8,2
617,Ethnic Wear,Nike,"['M', 'L', 'S']",153.6,45.1,83.4,2,163.8,62.6,99.7,2,178.7,74.8,100.3,0,189.8,83.4,111.0,2
618,Shirts,Levi's,"['S', 'L', 'M']",157.0,49.8,86.2,2,168.9,55.5,93.4,2,170.2,73.1,107.6,4,189.9,79.7,115.7,2
619,Jackets,FabIndia,"['S', 'M', 'XL', 'L']",155.6,48.3,88.9,1,164.0,63.4,96.5,1,175.5,68.1,100.3,0,186.0,82.9,112.8,3
620,Tops,Brooks Brothers,"['XL', 'M', 'S', 'L']",153.9,49.5,85.0,2,166.2,64.4,93.9,1,177.3,69.0,104.6,1,183.3,79.8,116.6,4
621,Kurtas,Uniqlo,"['M', 'L', 'S', 'XL']",154.2,50.7,88.2,2,168.9,64.9,98.9,1,176.2,67.4,101.5,1,182.2,78.9,116.6,2
622,Hoodies,North Face,"['XL', 'L', 'M', 'S']",155.6,49.4,84.0,3,162.1,56.3,98.5,2,177.6,73.9,108.2,4,182.8,80.3,117.1,4
623,T-Shirts,ASOS,"['XL', 'S', 'M']",150.1,49.1,81.0,3,169.8,61.1,92.4,2,177.3,74.1,103.1,2,180.5,81.8,119.9,3
624,Tops,Mango,"['M', 'S', 'L']",150.8,52.3,80.6,0,167.0,57.0,96.9,1,176.9,69.2,104.5,1,184.8,82.3,113.9,0
625,T-Shirts,Hugo Boss,"['XL', 'S']",158.8,51.9,80.5,3,165.0,57.6,90.7,2,178.2,71.6,104.3,1,180.6,78.6,114.7,1
626,Jackets,ASOS,"['S', 'M']",150.8,53.3,83.8,3,164.3,62.5,99.6,1,176.5,66.7,107.7,0,187.2,80.7,118.0,1
627,Kurtas,Ralph Lauren,"['XL', 'L']",157.1,47.5,83.4,0,169.5,64.8,93.5,1,174.0,69.3,104.8,0,183.7,84.1,115.8,1
628,Dresses,Uniqlo,"['XL', 'M']",159.2,51.1,87.2,2,162.1,60.9,98.3,1,174.7,71.3,107.9,1,182.0,84.8,110.4,1
629,Hoodies,Zara,"['M', 'XL', 'L', 'S']",152.7,50.9,87.4,2,163.1,63.5,93.2,3,177.2,68.9,100.7,4,185.4,77.3,118.4,3
630,Shirts,Ralph Lauren,"['S', 'M', 'L', 'XL']",153.7,48.7,80.5,3,163.1,55.1,96.3,2,178.8,68.6,101.9,2,189.7,76.9,110.5,1
631,Dresses,Aurelia,"['L', 'S']",155.7,49.9,82.2,0,162.9,55.4,99.8,0,172.7,65.0,105.5,0,187.0,81.8,111.7,3
632,Jackets,H&M,"['XL', 'L', 'M', 'S']",158.8,48.1,82.7,2,164.7,61.0,98.8,1,173.4,73.0,109.5,0,184.9,79.1,111.0,0
633,Tops,H&M,"['XL', 'L', 'M']",159.4,46.4,85.5,4,169.9,58.9,91.6,0,179.3,73.9,100.7,2,187.8,75.2,110.8,2
634,Shirts,Mango,"['M', 'S', 'XL']",157.4,47.1,81.4,1,168.9,63.9,95.5,3,175.8,74.7,100.4,0,187.4,78.5,110.3,2
635,Ethnic Wear,North Face,"['S', 'XL']",150.9,46.1,81.3,1,163.3,58.0,93.5,2,171.8,72.2,101.6,4,188.9,83.1,110.6,2
636,Sweaters,Zara,"['XL', 'S', 'L']",156.7,51.8,89.4,1,164.2,59.3,94.3,1,176.6,70.5,106.4,0,182.0,83.0,114.4,3
637,Shirts,H&M,"['L', 'M', 'XL', 'S']",154.1,51.6,88.0,3,166.7,60.3,93.4,1,179.9,67.7,104.0,0,188.6,79.9,112.5,3
638,Jackets,Armani,"['M', 'S']",154.7,54.5,81.8,1,160.2,57.7,93.4,1,178.2,75.0,108.3,1,183.0,79.7,111.3,3
639,Suits,Uniqlo,"['S', 'L', 'M']",150.5,52.3,84.1,1,168.2,64.1,95.4,0,177.5,70.9,100.7,4,189.4,80.8,116.6,0
640,Sweaters,Zara,"['S', 'L']",151.9,45.5,83.6,4,168.8,59.6,91.9,3,172.1,71.8,102.0,4,182.8,77.2,112.3,4
641,T-Shirts,Brooks Brothers,"['M', 'XL', 'S', 'L']",157.9,53.8,87.9,2,168.6,59.2,95.4,2,178.8,71.8,103.0,1,189.3,80.3,110.2,3
642,Hoodies,H&M,"['M', 'XL', 'S']",154.5,53.6,85.1,4,163.8,63.5,92.8,3,175.3,73.5,106.3,3,189.6,75.1,114.2,3
643,T-Shirts,Zara,"['L', 'S', 'M']",153.0,49.4,81.3,3,164.6,58.1,92.9,1,178.9,65.1,106.9,2,181.5,79.8,113.1,2
644,Shirts,Adidas,"['S', 'M', 'XL', 'L']",153.8,50.9,87.4,1,160.1,63.2,97.4,3,173.3,67.2,101.2,4,189.7,78.4,113.2,1
645,T-Shirts,H&M,"['L', 'M', 'S']",158.5,54.8,84.0,2,164.0,56.2,90.3,0,170.6,71.7,109.4,3,180.9,81.7,114.5,1
646,Jackets,Champion,"['S', 'L', 'XL', 'M']",157.5,50.3,82.6,1,164.6,56.8,93.8,4,174.8,74.0,103.4,2,182.2,81.4,116.7,0
647,Ethnic Wear,Zara,"['M', 'S', 'XL', 'L']",152.7,54.1,83.8,1,169.1,64.5,94.1,4,172.7,71.9,107.1,4,184.4,78.8,116.2,1
648,Tops,Tommy Hilfiger,"['M', 'S', 'L', 'XL']",151.2,45.8,85.0,3,168.9,63.4,94.9,2,177.2,69.1,105.2,0,189.9,75.1,119.4,4
649,Hoodies,Champion,"['XL', 'S', 'M', 'L']",152.5,46.9,83.4,1,169.7,58.9,96.7,2,179.6,68.6,102.2,4,184.9,77.5,115.2,2
650,T-Shirts,ASOS,"['XL', 'S']",159.2,49.4,82.4,0,168.9,61.4,93.7,3,176.9,72.4,108.5,2,185.5,81.3,114.7,0
651,T-Shirts,FabIndia,"['L', 'M', 'XL', 'S']",155.8,50.8,84.0,2,160.1,64.4,92.1,2,178.9,72.4,108.2,3,186.9,75.7,112.1,1
652,Shirts,Uniqlo,"['L', 'M']",155.3,53.2,80.2,2,166.4,57.1,98.8,0,174.5,71.1,104.0,0,189.7,76.1,117.6,1
653,Tops,Adidas,"['XL', 'M', 'L']",156.0,54.9,87.7,0,160.7,55.6,99.8,1,177.7,67.9,105.9,2,187.8,81.5,111.4,2
654,Dresses,Biba,"['S', 'XL']",153.7,48.9,81.7,3,162.7,60.4,90.2,1,178.4,74.3,102.6,2,182.2,82.6,114.9,0
655,T-Shirts,Zara,"['XL', 'S', 'L']",158.1,45.5,80.4,1,165.8,56.4,95.5,3,177.1,70.5,106.9,4,183.0,78.2,114.2,2
656,Jackets,Zara,"['M', 'L']",155.2,53.0,86.5,1,167.0,56.9,93.4,1,175.1,72.9,103.1,1,181.0,79.9,116.6,0
657,Suits,ASOS,"['S', 'M', 'L', 'XL']",151.2,51.0,87.7,2,166.5,63.9,92.8,3,176.3,67.1,108.4,1,186.4,84.5,119.2,1
658,Hoodies,H&M,"['L', 'XL', 'M', 'S']",151.3,47.0,88.1,3,160.5,55.1,93.4,2,177.0,68.4,102.2,0,181.8,84.5,119.5,2
659,T-Shirts,Champion,"['S', 'M']",155.4,49.9,84.9,3,161.0,63.2,96.4,2,172.5,73.7,100.1,2,182.6,78.1,111.7,2
660,Jackets,ASOS,"['L', 'M']",159.4,52.4,82.1,3,161.3,60.2,91.9,0,178.1,65.5,102.7,3,188.9,83.1,112.6,4
661,Jackets,FabIndia,"['S', 'L', 'M', 'XL']",153.1,52.7,87.4,1,160.9,60.6,99.1,1,179.5,70.1,101.9,0,183.3,80.9,118.1,2
662,Hoodies,Hugo Boss,"['XL', 'L', 'M']",158.7,50.0,87.0,3,161.8,61.7,94.7,0,174.7,69.8,105.1,0,185.7,84.8,115.2,0
663,Dresses,ASOS,"['M', 'XL', 'L']",157.6,48.1,82.5,0,166.9,59.3,93.3,4,177.0,72.5,102.0,4,184.0,79.8,114.5,4
